2983.388677  	8.319797 
2946.781295  	8.231033 
2911.120746  	8.288225 
2876.442247  	8.306789 
2842.781736  	8.046408 
2810.175795  	8.009276 
2778.661548  	8.294674 
2748.276551  	8.275300 
2719.058661  	8.313338 
2691.045893  	8.198502 
2664.276262  	7.990173 
2638.787600  	8.294651 
2614.617372  	8.403691 
2591.802462  	8.308142 
2570.378960  	8.210705 
2550.381932  	7.983473 
2531.845177  	7.855310 
2514.800986  	7.604291 
2499.279896  	8.208652 
2485.310443  	8.199827 
2472.918923  	8.101016 
2462.129160  	8.321223 
2452.962291  	8.501328 
2445.436566  	8.188860 
2439.567175  	8.204793 
2435.366092  	8.274301 
2432.841960  	8.590052 
2432.000000  	8.285042 
2432.841960  	8.349256 
2435.366092  	8.311669 
2439.567175  	8.267099 
2445.436566  	8.317853 
2452.962291  	8.394312 
2462.129160  	8.433530 
2472.918923  	8.345184 
2485.310443  	8.287088 
2499.279896  	8.295912 
2514.800986  	8.387360 
2531.845177  	8.449525 
2550.381932  	8.331100 
2570.378960  	8.453683 
2591.802462  	8.366457 
2614.617372  	8.333327 
2638.787600  	8.315972 
2664.276262  	8.351028 
2691.045893  	8.410678 
2719.058661  	8.460380 
2748.276551  	8.347063 
2778.661548  	8.376452 
2810.175795  	8.417382 
2842.781736  	8.511372 
2876.442247  	8.457821 
2911.120746  	8.491779 
2946.781295  	8.423474 
2983.388677  	8.427164 
3020.908473  	8.466155 
3059.307111  	8.366086 
3098.551920  	8.376091 
3138.611158  	8.307334 
3179.454041  	8.241930 
3221.050760  	8.298034 
3263.372489  	8.266818 
2931.451518  	7.970370 
2894.187278  	7.985396 
2857.870536  	8.206056 
2822.537865  	8.284713 
2788.226677  	8.141242 
2754.975136  	8.142773 
2722.822065  	8.283069 
2691.806828  	8.077030 
2661.969196  	8.293222 
2633.349198  	8.242906 
2605.986953  	7.893323 
2579.922479  	8.006862 
2555.195492  	8.189339 
2531.845177  	8.256160 
2509.909959  	8.126013 
2489.427243  	7.833509 
2470.433160  	8.222976 
2452.962291  	8.157474 
2437.047394  	8.204858 
2422.719134  	8.187977 
2410.005809  	8.262661 
2398.933096  	8.299930 
2389.523802  	8.297124 
2381.797640  	8.271754 
2375.771033  	8.457478 
2371.456936  	8.418930 
2368.864707  	8.363712 
2368.000000  	8.374519 
2368.864707  	8.347029 
2371.456936  	8.343777 
2375.771033  	8.512395 
2381.797640  	8.270574 
2389.523802  	8.353054 
2398.933096  	8.340170 
2410.005809  	8.252175 
2422.719134  	8.250575 
2437.047394  	8.305230 
2452.962291  	8.336294 
2470.433160  	8.315495 
2489.427243  	8.328640 
2509.909959  	8.426326 
2531.845177  	8.346219 
2555.195492  	8.330309 
2579.922479  	8.349105 
2605.986953  	8.322224 
2633.349198  	8.328900 
2661.969196  	8.394360 
2691.806828  	8.404435 
2722.822065  	8.445912 
2754.975136  	8.432918 
2788.226677  	8.426364 
2822.537865  	8.445682 
2857.870536  	8.440597 
2894.187278  	8.460562 
2931.451518  	8.470338 
2969.627586  	8.342655 
3008.680774  	8.307316 
3048.577373  	8.439297 
3089.284707  	8.235179 
3130.771151  	8.460249 
3173.006146  	8.310390 
3215.960199  	8.320988 
2880.000000  	8.189270 
2842.061224  	8.260399 
2805.069696  	8.182837 
2769.063380  	8.234230 
2734.081199  	8.214567 
2700.162958  	8.481769 
2667.349246  	8.038467 
2635.681316  	8.099639 
2605.200952  	8.246524 
2575.950310  	8.153628 
2547.971742  	8.265369 
2521.307597  	8.254623 
2496.000000  	8.125417 
2472.090613  	8.202729 
2449.620379  	8.087709 
2428.629243  	8.118554 
2409.155869  	8.228901 
2391.237337  	8.240844 
2374.908840  	8.261370 
2360.203381  	8.240314 
2347.151465  	8.273104 
2335.780812  	8.296306 
2326.116076  	8.309817 
2318.178595  	8.313582 
2311.986159  	8.338237 
2307.552816  	8.406917 
2304.888717  	8.335086 
2304.000000  	8.327324 
2304.888717  	8.359335 
2307.552816  	8.317244 
2311.986159  	8.313967 
