         131         138     6298.0000000        0.0107235    3.4941677E-03      148.4156799
         131         139     6298.3999023        0.0077026    3.3307050E-03      137.9568481
         131         140     6296.6000977        0.0074818    3.5029079E-03      145.7891998
         131         141     6293.7998047        0.0071262    4.0304265E-03      179.0641174
         131         142     6298.7998047        0.0133683    4.0772716E-03      165.6962280
         131         143     6298.6000977        0.0186798    4.7035092E-03      201.7561340
         131         144     6296.3999023        0.0162479    4.8762187E-03      222.2093811
         131         145     6298.6000977        0.0197187    6.2053525E-03      384.7854919
         131         146     6306.3999023        0.0054832    3.7360727E-03      130.5018616
         131         147     6296.6000977        0.0149502    4.5579020E-03      179.3954163
         131         148     6297.0000000        0.0228791    4.6548992E-03      179.4159851
         131         149     6296.7998047        0.0141055    4.4523655E-03      168.6717834
         131         150     6298.0000000        0.0226921    5.6339079E-03      267.6639099
         131         151     6298.2001953        0.0133418    4.5426632E-03      179.4180298
         131         152     6298.2001953        0.0243857    5.7849092E-03      287.2759705
         131         153     6298.0000000        0.0285696    5.8597424E-03      268.7677307
         131         154     6298.2001953        0.0354532    5.6850491E-03      215.6959229
         131         155     6298.0000000        0.0384839    5.9397379E-03      231.9691315
         131         156     6297.3999023        0.0278904    5.9289322E-03      259.4021606
         131         157     6298.2001953        0.0246803    4.7694603E-03      163.2087250
         131         158     6298.2001953        0.0378748    6.2315399E-03      278.7336426
         131         159     6298.3999023        0.0266728    5.6209853E-03      240.6221619
         131         160     6298.2001953        0.0213646    4.7709183E-03      160.6327972
         131         161     6298.3999023        0.0302748    6.1464524E-03      272.8701477
         131         162     6298.3999023        0.0219448    4.6482305E-03      170.2744141
         131         163     6297.6000977        0.0340939    5.2719293E-03      230.0101624
         131         164     6298.2001953        0.0328326    4.7975970E-03      184.0368805
         131         165     6298.3999023        0.0279064    4.4247760E-03      177.9706116
         131         166     6298.3999023        0.0290659    4.7738380E-03      218.0373840
         131         167     6298.3999023        0.0310519    4.8322487E-03      239.2230377
         131         168     6298.3999023        0.0316151    4.5826435E-03      227.9926758
         131         169     6298.2001953        0.0213586    4.0460825E-03      181.0516052
         131         170     6298.2001953        0.0249360    4.1132919E-03      190.6433563
         131         171     6298.6000977        0.0232707    4.1580400E-03      196.3359985
         131         172     6298.6000977        0.0211929    3.7786230E-03      144.5418091
         131         173     6298.6000977        0.0367059    4.7033695E-03      222.4967194
         131         174     6298.6000977        0.0432971    4.8888582E-03      226.9176178
         131         175     6299.0000000        0.0287402    4.2678774E-03      224.0692444
         131         176     6299.7998047        0.0301921    4.2653037E-03      194.4324341
         131         177     6299.6000977        0.0310053    4.3742554E-03      220.4127655
         131         178     6300.2001953        0.0268478    3.9556101E-03      186.3705139
         131         179     6298.7998047        0.0273055    3.8915144E-03      199.5487213
         131         180     6300.3999023        0.0178882    3.3221177E-03      164.0401917
         131         181     6300.0000000        0.0235923    3.8332038E-03      226.8600616
         131         182     6298.7998047        0.0240068    3.6093390E-03      212.3337860
         131         183     6300.6000977        0.0338217    4.2146700E-03      298.2913208
         131         184     6300.7998047        0.0307890    3.5381608E-03      206.7480164
         132         138     6296.6000977        0.0187014    4.3007932E-03      204.8618317
         132         139     6296.3999023        0.0194927    4.7173933E-03      240.4615173
         132         140     6296.7998047        0.0064970    3.4139645E-03      128.4878082
         132         141     6297.2001953        0.0138029    4.5594731E-03      213.2569275
         132         142     6298.3999023        0.0181854    4.4358871E-03      169.5131531
         132         143     6298.3999023        0.0145450    4.5828731E-03      179.8041382
         132         144     6298.0000000        0.0229684    5.6167860E-03      258.6023865
         132         145     6298.2001953        0.0208432    5.4564895E-03      246.8605804
         132         146     6298.2001953        0.0143374    4.1877870E-03      138.3220062
         132         147     6298.2001953        0.0193962    5.2089412E-03      210.8738708
         132         148     6297.6000977        0.0178004    4.7005326E-03      171.6284180
         132         149     6298.2001953        0.0122002    3.9861687E-03      126.5773773
         132         150     6298.2001953        0.0155637    4.1119675E-03      121.0587692
         132         151     6298.2001953        0.0160099    4.5989039E-03      147.4998474
         132         152     6298.3999023        0.0424960    6.9768573E-03      349.9201050
         132         153     6298.2001953        0.0272912    6.1278432E-03      258.5459595
         132         154     6298.2001953        0.0318927    5.8586546E-03      213.0253296
         132         155     6298.3999023        0.0230410    5.3383419E-03      188.4171295
         132         156     6298.2001953        0.0381993    6.9196601E-03      302.8076782
         132         157     6298.3999023        0.0247426    4.9730004E-03      149.2889862
