YY,XX,wav,flux,flux_err,fwhm,vel
0,149.0,142.0,6538.4,0.020561267,0.0,392.52607,0.0
1,150.0,142.0,6545.4,0.12458605,0.0,262.2955,0.0
2,151.0,142.0,6538.4,0.019078114,0.0,323.61554,0.0
3,152.0,142.0,6538.6,0.0093982535,0.0,330.656,0.0
4,153.0,142.0,6538.6,0.013157133,0.0,401.12962,0.0
5,154.0,142.0,6538.4,0.011920598,0.0,416.35129,0.0
6,155.0,142.0,6538.4,0.026319416,0.0,356.12793,0.0
7,156.0,142.0,6538.4,0.025730772,0.0,415.11647,0.0
8,157.0,142.0,6538.4,0.020366323,0.0,414.57235,0.0
9,158.0,142.0,6538.4,0.034778188,0.0,-432.22136,0.0
10,159.0,142.0,6538.6,0.037997873,0.0,409.45722,0.0
11,160.0,142.0,6539.0,0.06554674,0.0,375.57881,0.0
12,161.0,142.0,6546.0,0.066073387,0.0,145.46663,0.0
13,162.0,142.0,6538.4,0.018125948,0.0,428.11107,0.0
14,163.0,142.0,6539.2,0.023873728,0.0,434.99931,0.0
15,164.0,142.0,6540.0,0.033591915,0.0,443.42621,0.0
16,165.0,142.0,6540.2,0.03876757,0.0,443.36488,0.0
17,166.0,142.0,6540.2,0.028700854,0.0,-433.61805,0.0
18,167.0,142.0,6540.2,0.027371546,0.0,440.87479,0.0
19,168.0,142.0,6540.2,0.019854111,0.0,428.83392,0.0
20,169.0,142.0,6540.2,0.011054288,0.0,-409.70644,0.0
21,170.0,142.0,6540.2,0.00224402,0.0,468.3796,0.0
22,171.0,142.0,6540.4,0.0028425838,0.0,465.5308,0.0
23,172.0,142.0,0.0,0.0,0.0,0.0,0.0
24,173.0,142.0,0.0,0.0,0.0,0.0,0.0
25,174.0,142.0,6540.8,0.0024333004,0.0,414.48554,0.0
26,148.0,143.0,0.0,0.0,0.0,0.0,0.0
27,149.0,143.0,6538.2,0.015371026,0.0,387.55719,0.0
28,150.0,143.0,6538.2,0.0067612191,0.0,-448.56608,0.0
29,151.0,143.0,6538.6,0.0099227527,0.0,426.67664,0.0
30,152.0,143.0,6538.2,0.006289188,0.0,356.19596,0.0
31,153.0,143.0,6538.4,0.010242252,0.0,335.21325,0.0
32,154.0,143.0,6538.4,0.024583981,0.0,334.16619,0.0
33,155.0,143.0,6538.4,0.022985682,0.0,391.04256,0.0
34,156.0,143.0,6538.4,0.012651049,0.0,383.50553,0.0
35,157.0,143.0,6538.4,0.079569316,0.0,404.10348,0.0
36,158.0,143.0,6538.4,0.037902155,0.0,-405.2105,0.0
37,159.0,143.0,6538.6,0.061810188,0.0,384.94891,0.0
38,160.0,143.0,6538.8,0.054368718,0.0,364.47622,0.0
39,161.0,143.0,6539.4,0.051387405,0.0,388.15962,0.0
40,162.0,143.0,6539.4,0.017182305,0.0,137.86181,0.0
41,163.0,143.0,6539.6,0.045315793,0.0,-413.86187,0.0
42,164.0,143.0,0.0,0.0,0.0,0.0,0.0
43,165.0,143.0,0.0,0.0,0.0,0.0,0.0
44,166.0,143.0,6540.2,0.02411366,0.0,452.80244,0.0
45,167.0,143.0,6540.2,0.015828372,0.0,449.3493,0.0
46,168.0,143.0,0.0,0.0,0.0,0.0,0.0
47,169.0,143.0,0.0,0.0,0.0,0.0,0.0
48,170.0,143.0,0.0,0.0,0.0,0.0,0.0
49,171.0,143.0,0.0,0.0,0.0,0.0,0.0
50,172.0,143.0,6540.4,0.0043864748,0.0,511.04257,0.0
51,173.0,143.0,6540.8,0.009588214,0.0,488.81749,0.0
52,174.0,143.0,6540.8,0.0034089298,0.0,444.54562,0.0
53,148.0,144.0,6538.2,0.018342212,0.0,-491.26913,0.0
54,149.0,144.0,6538.2,0.039137695,0.0,484.9442,0.0
55,150.0,144.0,6538.2,0.028505908,0.0,463.60608,0.0
56,151.0,144.0,6538.2,0.017176369,0.0,-454.76039,0.0
57,152.0,144.0,6538.2,0.019587581,0.0,434.47332,0.0
58,153.0,144.0,6538.2,0.016158016,0.0,379.67432,0.0
59,154.0,144.0,6538.4,0.010966116,0.0,349.62777,0.0
60,155.0,144.0,6538.4,0.025196692,0.0,252.23891,0.0
61,156.0,144.0,6538.2,0.037205913,0.0,364.67199,0.0
62,157.0,144.0,6538.4,0.077159317,0.0,387.11893,0.0
63,158.0,144.0,6538.4,0.061012291,0.0,385.2156,0.0
64,159.0,144.0,6538.6,0.089471506,0.0,373.73638,0.0
65,160.0,144.0,6539.0,0.060243199,0.0,338.50791,0.0
66,161.0,144.0,6539.4,0.040405172,0.0,187.36654,0.0
67,162.0,144.0,6539.8,0.023307344,0.0,205.78349,0.0
68,163.0,144.0,6539.6,0.043830865,0.0,422.40896,0.0
69,164.0,144.0,6539.8,0.044946853,0.0,-486.58045,0.0
