#YY	XX	wav	flux		flux_err	fwhm		vel
149	142	6559.60	0.35276637	1819.3324	253.17007	0.0000000
150	142	6580.60	0.37956378	409.88663	262.29550	0.0000000
151	142	6559.60	0.45216315	547.18784 	207.68055	0.0000000
152	142	6559.80	0.49070703	1030.7411	265.74533	0.0000000
153	142	6559.80	0.50903442	357.10320	221.84175	0.0000000
154	142	6559.80	0.44291804	904.54369	228.36076	0.0000000
155	142	6559.60	0.49635304	479.60736	186.85726	0.0000000
156	142	6560.10	0.51016211	949.95313	248.48828	0.0000000
157	142	6560.20	0.46579478	966.57576	235.83752	0.0000000
158	142	6560.20	0.49909049	893.63027	-228.10832	0.0000000
159	142	6560.20	0.53802540	758.27611	227.58828	0.0000000
160	142	6560.40	0.46604159 	623.33823	213.38315	0.0000000
161	142	6560.40	0.42804771	741.91172	225.86459	0.0000000
162	142	6560.60	0.39018039	554.58858	219.07316	0.0000000
163	142	6561.00	0.30789504	584.35038	196.46707	0.0000000
164	142	6560.90	8.9490755e-10	188.78119	93.743473	0.0000000
165	142	6561.10	0.24483029	620.91072	186.71053	0.0000000
166	142	6561.60	0.040657955	661.14637	90.473936	0.0000000
167	142	6561.30	0.23790743	548.57984	163.32145	0.0000000
168	142	6561.60	0.072570493	997.81645	98.246656	0.0000000
169	142	6561.80	0.073549709	1130.3146	97.837390	0.0000000
170	142	6561.80	0.068775711	1353.3565	95.686822	0.0000000
171	142	6561.70	0.078081669	1490.1768	95.173539	0.0000000
172	142	6561.60	0.27491220	325.26590	144.54403	0.0000000
173	142	6561.60	0.28311282	333.96283	147.64904	0.0000000
174	142	6561.80	0.089959254	1693.2826	104.20896	0.0000000
148	143	6559.20	0.57891771	210.23745	196.53704	0.0000000
149	143	6559.40	0.086975188	1155.4197	120.59179	0.0000000
150	143	6559.60	0.41487952	1862.5255	307.83288	0.0000000
151	143	6559.30	0.36207330	1058.0224	165.20119	0.0000000
152	143	6560.00	0.50157589	1081.8133	301.35957	0.0000000
153	143	6560.00	0.50730070	1004.2488	280.87684	0.0000000
154	143	6560.00	0.54251136	989.27177	290.69593	0.0000000
155	143	6560.20	0.54432854	830.00462	264.54621	0.0000000
156	143	6560.20	0.53980562	788.19390	233.28475	0.0000000
157	143	6560.20	0.58159024	790.26895	241.59107	0.0000000
158	143	6560.20	0.55224349	777.92604	224.84475	0.0000000
159	143	6560.20	0.57561792	658.05265	221.87618	0.0000000
160	143	6560.40	0.53933374	584.28355	224.07871	0.0000000
161	143	6560.40	0.53650379	653.96311	244.79170	0.0000000
162	143	6561.00	0.38708759	589.82478	212.69988	0.0000000
163	143	6561.40	0.0032558577	187.67194	54.940941	0.0000000
164	143	6560.70	0.35461324	478.13082	231.87548	0.0000000
165	143	6560.80	0.35509463	475.69593	230.85080	0.0000000
166	143	6562.40	0.048228013	2770.2588	127.71846	0.0000000
167	143	6561.30	0.063683005	1019.6788	98.459900	0.0000000
168	143	6561.30	0.30139250	358.29523	164.82956	0.0000000
169	143	6561.40	0.33328079	309.76881	159.82188	0.0000000
170	143	6561.45	0.31242042	292.27421	145.51363	0.0000000
171	143	6561.55	0.30260365	277.98794	135.18418	0.0000000
172	143	6562.20	0.15934852	1887.5216	-262.55185	0.0000000
173	143	6562.20	0.19137617	1756.8025	233.49290	0.0000000
174	143	6562.10	0.26560841	1616.1244	241.60550	0.0000000
148	144	6559.80	0.31562571	1379.0770	499.39939	0.0000000
149	144	6559.80	0.40420866	1308.9085	474.30975	0.0000000
150	144	6559.80	0.38885450	1351.1849	452.23756	0.0000000
151	144	6560.00	0.43062005	1155.4701	399.93345	0.0000000
152	144	6560.00	0.53640190	1005.9318	344.68566	0.0000000
153	144	6560.00	0.56879598	940.95061	308.61659	0.0000000
154	144	6560.00	0.57677652	902.38051	273.19285	0.0000000
155	144	6560.60	0.48673087	706.56579	274.92044	0.0000000
156	144	6560.80	0.49080835	675.20717	229.12651	0.0000000
157	144	6560.60	0.51290189	674.50876	214.01798	0.0000000
158	144	6560.20	0.63567587	635.87444	221.47126	0.0000000
159	144	6560.20	0.76134787	502.35586	242.11071	0.0000000
160	144	6560.40	0.67028484	467.07226	236.00684	0.0000000
161	144	6560.40	0.63662014	445.67493	236.13760	0.0000000
162	144	6560.60	5.5226936e-10	76.375497	-54.006442	0.0000000
163	144	6561.60	0.31434793	467.38236	167.20968	0.0000000
164	144	6561.80	0.25447869	612.59352	165.27354	0.0000000
165	144	6560.90	0.38662619	423.58616	229.68141	0.0000000
166	144	6562.00	0.17081978	3278.2963	519.88903	0.0000000
167	144	6562.00	0.070029215	1329.8050	105.90351	0.0000000
168	144	6561.60	0.11848456	925.09869	103.20237	0.0000000
169	144	6561.20	0.19781711	2334.2771	247.94981	0.0000000
170	144	6561.80	0.076428117	1230.2884	91.447412	0.0000000
171	144	6561.80	0.24293677	2477.1130	310.49635	0.0000000
172	144	6561.67	0.33813972	254.85506	133.71372	0.0000000
173	144	6561.80	0.25198220	2562.3106	209.19268	0.0000000
174	144	6561.80	0.30797811	1962.4262	198.05390	0.0000000
148	145	6559.00	0.59802690	884.13181	155.86457	0.0000000
149	145	6558.95	0.70870830	1398.6085	163.82124	0.0000000
150	145	6558.90	0.68183958	1018.6238	161.99815	0.0000000
151	145	6558.90	0.54395204	1010.8885	151.39107	0.0000000
152	145	6559.00	0.66463827	780.36372	155.12610	0.0000000
153	145	6559.20	0.65953902	726.48235	160.77527	0.0000000
154	145	6559.10	0.59475357	715.56258	154.49897	0.0000000
155	145	6559.10	0.79217338	336.19837	160.37075	0.0000000
156	145	6559.10	0.76990487	291.94196	160.84748	0.0000000
157	145	6558.80	0.42172987	2803.5450	142.44254	0.0000000
158	145	6558.80	0.40725863	1485.7102	144.97177	0.0000000
159	145	6558.80	0.35362617	1423.3068	140.98466	0.0000000
160	145	6560.40	0.72584052	391.60567	-221.87355	0.0000000
161	145	6560.40	0.68606866	357.93980	217.76592	0.0000000
162	145	6560.60	0.70173657	297.16474	254.03776	0.0000000
163	145	6561.20	0.48344594	404.35110	-198.69673	0.0000000
164	145	6561.20	0.019560746	342.21578	87.552857	0.0000000
165	145	6561.30	0.048278276	511.27690	95.318938	0.0000000
166	145	6561.30	0.10103644	769.01823	104.83562	0.0000000
167	145	6561.50	0.11364486	716.86972	102.74626	0.0000000
168	145	6561.60	0.14557084	754.97192	103.50321	0.0000000
169	145	6561.60	0.20402032	961.36768	108.58871	0.0000000
170	145	6561.60	0.41890291	211.35543	135.93028	0.0000000
171	145	6561.58	0.42576006	205.03370	132.65127	0.0000000
172	145	6561.55	0.29835300	735.45183	111.85751	0.0000000
173	145	6561.55	0.24956485	1030.7967	109.20253	0.0000000
174	145	6561.55	0.19799930	1094.5342	106.71502	0.0000000
148	146	6557.80	0.87278248	317.78663	178.82779	0.0000000
149	146	6558.50	1.3667404	268.22765	-203.63890	0.0000000
150	146	6558.80	1.5585239	97.260431	194.87051	0.0000000
151	146	6559.35	0.36650897	1249.1604	134.73553	0.0000000
152	146	6559.30	0.37401887	1268.4779	131.97889	0.0000000
153	146	6559.50	0.87144586	1191.6537	258.19855	0.0000000
154	146	6559.90	0.60024464	912.03241	289.16780	0.0000000
