#YY	XX	wav	flux		flux_err	fwhm		vel
163	146	6539.60	0.11345004	0.0000000	-412.44635	0.0000000
164 	146	0.0	0.0		0.0		0.0		0.0
165	146	6540.00	0.031845468	0.0000000	444.22892	0.0000000
166	146	6540.20	0.014640854	0.0000000	-394.56730	0.0000000
167 	146	0.0	0.0		0.0		0.0		0.0
168	146	6540.20	0.012127363	0.0000000	-372.45750	0.0000000
169	146	6540.40	0.013955951	0.0000000	463.48033	0.0000000
170	146	6540.40	0.0038852908	0.0000000	463.70162	0.0000000
171	146	6540.40	0.020853614	0.0000000	471.68200	0.0000000
172	146	6540.40	0.019899318	0.0000000	469.55118	0.0000000
173	146	6540.40	6.1253768e-10	0.0000000	484.47717	0.0000000
174	146	6540.80	2.8847843e-09	0.0000000	466.52823	0.0000000
148 	147	0.0	0.0		0.0		0.0		0.0
149 	147	0.0	0.0		0.0		0.0		0.0
150 	147	0.0	0.0		0.0		0.0		0.0
151 	147	0.0	0.0		0.0		0.0		0.0
152 	147	0.0	0.0		0.0		0.0		0.0
153 	147	0.0	0.0		0.0		0.0		0.0
154 	147	0.0	0.0		0.0		0.0		0.0
155 	147	0.0	0.0		0.0		0.0		0.0
156 	147	0.0	0.0		0.0		0.0		0.0
157 	147	0.0	0.0		0.0		0.0		0.0
158 	147	0.0	0.0		0.0		0.0		0.0
159	147	6538.40	0.034487924	0.0000000	337.11324	0.0000000
160	147	6538.40	0.030819623	0.0000000	330.39426	0.0000000
161	147	6538.60	4.2550829e-06	0.0000000	0.023486480	0.0000000
162	147	6538.80	0.038671335	0.0000000	232.31463	0.0000000
163	147	6539.80	0.066931032	0.0000000	407.42416	0.0000000
164	147	6539.80	0.090767638	0.0000000	433.79143	0.0000000
165	147	6540.00	0.036259238	0.0000000	454.37034	0.0000000
166	147	6540.20	0.021891099	0.0000000	-444.43423	0.0000000
167	147	6540.20	0.0098213059	0.0000000	448.72286	0.0000000
168	147	6540.40	0.0019284945	0.0000000	456.11604	0.0000000
169 	147	0.0	0.0		0.0		0.0		0.0
170	147	6540.40	3.8690917e-09	0.0000000	466.29450	0.0000000
171	147	6540.40	0.0018579778	0.0000000	469.83937	0.0000000
172	147	6540.40	0.0078264812	0.0000000	460.99177	0.0000000
173	147	6540.40	0.0077411686	0.0000000	483.47058	0.0000000
174	147	6540.40	2.4973305e-09	0.0000000	454.39882	0.0000000
148	148	6537.80	0.13906976	0.0000000	453.56659	0.000000
149	148	6537.80	0.15243746	0.0000000	451.60071	0.0000000
150	148	6538.00	0.11078330	0.0000000	447.71996	0.0000000
151 	148	0.0	0.0		0.0		0.0		0.0
152 	148	0.0	0.0		0.0		0.0		0.0
153 	148	0.0	0.0		0.0		0.0		0.0
154	148	6538.20	0.054458097	0.0000000	455.79382	0.0000000
155	148	6538.20	8.6893153e-09	0.0000000	453.42720	0.0000000
156	148	6538.20	1.1590866e-08	0.0000000	427.89108	0.0000000
157	148	6538.20	3.2387894e-09	0.0000000	438.08444	0.0000000
158	148	6538.40	0.0055049750	0.0000000	412.06934	0.0000000
159	148	6538.40	0.082755790	0.0000000	406.61027	0.0000000
160	148	6538.60	0.042974318	0.0000000	-428.61704	0.0000000
161	148	6538.80	0.059327450	0.0000000	366.89048	0.0000000
162	148	6545.60	0.24005891	0.0000000	-354.01736	0.0000000
163	148	6543.80	0.14626998	0.0000000	429.29091	0.0000000
164	148	6543.60	0.10387688	0.0000000	434.32834	0.0000000
165	148	6546.00	0.14574327	0.0000000	364.50619	0.0000000
166	148	6546.70	0.018271233	0.0000000	83.062671	0.0000000
167	148	6546.90	0.036315208	0.0000000	466.80489	0.0000000
168	148	6546.90	0.014489594	0.0000000	79.718775	0.0000000
169	148	6546.90	0.011166447	0.0000000	68.449493	0.0000000
170	148	6546.90	0.0099065518	0.0000000	66.859826	0.0000000
171	148	6547.20	0.011286851	0.0000000	68.949182	0.0000000
172	148	6546.90	0.017184708	0.0000000	78.263476	0.0000000






